0,0,0,0,0,0,0,
1,0,0,0,0,0,0,
2,1,0.2,0.2,0,0,0,
3,2,0.2,0.2,0,0,0,
4,3,0.2,0.2,0.00199962,0,0,
5,4,0.2,0.2,0.00410449,0,0,
6,5,0.2,0.2,0.00610411,0,0,
7,6,0.2,0.2,0.00820898,0,0,
8,7,0.2,0.2,0.0102086,0,0,
9,8,0.2,0.2,0.0123135,0,0,
10,9,0.2,0.2,0.0143131,0,0,
11,10,0.2,0.2,0.016418,0,0,
12,11,0.2,0.2,0.0184176,0,0,
13,12,0.2,0.2,0.0205225,0,0,
14,13,0.2,0.2,0.0225221,0,0,
15,14,0.2,0.2,0.0246269,0,0,
16,15,0.2,0.2,0.0266266,0,0,
17,16,0.2,0.2,0.0287314,0,0,
18,17,0.2,0.2,0.0307311,0,0,
19,18,0.2,0.2,0.0328359,0,0,
20,19,0.2,0.2,0.0348356,0,0,
21,20,0.2,0.2,0.0369404,0,0,
22,21,0.2,0.2,0.03894,0,0,
23,22,0.2,0.2,0.0410449,0,0,
24,23,0.2,0.2,0.0430445,0,0,
25,24,0.2,0.2,0.0451494,0,0,
26,25,0.2,0.2,0.047149,0,0,
27,26,0.2,0.2,0.0492539,0,0,
28,27,0.2,0.2,0.0513588,0,0,
29,28,0.2,0.2,0.0533584,0,0,
30,29,0.2,0.2,0.0554632,0,0,
31,30,0.2,0.2,0.0574629,0,0,
32,31,0.2,0.2,0.0595677,0,0,
33,32,0.2,0.2,0.0615674,0,0,
34,33,0.2,0.2,0.0636722,0,0,
35,34,0.2,0.2,0.0656719,0,0,
36,35,0.2,0.2,0.0677767,0,0,
37,36,0.2,0.2,0.0697763,0,0,
38,37,0.2,0.2,0.0718812,0,0,
39,38,0.2,0.2,0.0738808,0,0,
40,39,0.2,0.2,0.0759857,0,0,
41,40,0.2,0.2,0.0779853,0,0,
42,41,0.2,0.2,0.0800902,0,0,
43,42,0.2,0.2,0.0820898,0,0,
44,43,0.2,0.2,0.0841947,0,0,
45,44,0.2,0.2,0.0861943,0,0,
46,45,0.2,0.2,0.0882992,0,0,
47,46,0.2,0.2,0.0902988,0,0,
48,47,0.2,0.2,0.0924037,0,0,
49,48,0.2,0.2,0.0944033,0,0,
50,49,0.2,0.2,0.0965082,0,0,
51,50,0.2,0.2,0.098613,0,0,
52,51,0.2,0.2,0.100613,0,0,
53,52,0.2,0.2,0.102718,0,0,
54,53,0.2,0.2,0.104717,0,0,
55,54,0.2,0.2,0.106822,0,0,
56,55,0.2,0.2,0.108822,0,0,
57,56,0.2,0.2,0.110926,0,0,
58,57,0.2,0.2,0.112926,0,0,
59,58,0.2,0.2,0.115031,0,0,
60,59,0.2,0.2,0.117031,0,0,
61,60,0.2,0.2,0.119135,0,0,
62,61,0.2,0.2,0.121135,0,0,
63,62,0.2,0.2,0.12324,0,0,
64,63,0.2,0.2,0.12524,0,0,
65,64,0.2,0.2,0.127344,0,0,
66,65,0.2,0.2,0.129344,0,0,
67,66,0.2,0.2,0.131449,0,0,
68,67,0.2,0.2,0.133449,0,0,
69,68,0.2,0.2,0.135553,0,0,
70,69,0.2,0.2,0.137553,0,0,
71,70,0.2,0.2,0.139658,0,0,
72,71,0.2,0.2,0.141658,0,0,
73,72,0.2,0.2,0.143762,0,0,
74,73,0.2,0.2,0.145867,0,0,
75,74,0.2,0.2,0.147867,0,0,
76,75,0.2,0.2,0.149972,0,0,
77,76,0.2,0.2,0.151971,0,0,
78,77,0.2,0.2,0.154076,0,0,
79,78,0.2,0.2,0.156076,0,0,
80,79,0.2,0.2,0.158181,0,0,
81,80,0.2,0.2,0.16018,0,0,
82,81,0.2,0.2,0.162285,0,0,
83,82,0.2,0.2,0.164285,0,0,
84,83,0.2,0.2,0.16639,0,0,
85,84,0.2,0.2,0.168389,0,0,
86,85,0.2,0.2,0.170494,0,0,
87,86,0.2,0.2,0.172494,0,0,
88,87,0.2,0.2,0.174599,0,0,
89,88,0.2,0.2,0.176598,0,0,
90,89,0.2,0.2,0.178703,0,0,
91,90,0.2,0.2,0.180703,0,0,
92,91,0.2,0.2,0.182808,0,0,
93,92,0.2,0.2,0.184807,0,0,
94,93,0.2,0.2,0.186912,0,0,
95,94,0.2,0.2,0.188912,0,0,
96,95,0.2,0.2,0.191017,0,0,
97,96,0.2,0.2,0.193122,0,0,
98,97,0.2,0.2,0.195121,0,0,
99,98,0.2,0.2,0.197226,0,0,
100,99,0.2,0.2,0.199226,0,0,
101,100,0.2,0.2,0.201331,0,0,
102,101,0.2,0.2,0.20333,0,0,
103,102,0.2,0.2,0.205435,0,0,
104,103,0.2,0.2,0.207435,0,0,
105,104,0.2,0.2,0.20954,0,0,
106,105,0.2,0.2,0.211539,0,0,
107,106,0.2,0.2,0.213644,0,0,
108,107,0.2,0.2,0.215644,0,0,
109,108,0.2,0.2,0.217748,0,0,
110,109,0.2,0.2,0.219748,0,0,
111,110,0.2,0.2,0.221853,0,0,
112,111,0.2,0.2,0.223853,0,0,
113,112,0.2,0.2,0.225957,0,0,
114,113,0.2,0.2,0.227957,0,0,
115,114,0.2,0.2,0.230062,0,0,
116,115,0.2,0.2,0.232062,0,0,
117,116,0.2,0.2,0.234166,0,0,
118,117,0.2,0.2,0.236166,0,0,
119,118,0.2,0.2,0.238271,0,0,
120,119,0.2,0.2,0.240376,0,0,
121,120,0.2,0.2,0.242375,0,0,
122,121,0.2,0.2,0.24448,0,0,
123,122,0.2,0.2,0.24648,0,0,
124,123,0.2,0.2,0.248585,0,0,
125,124,0.2,0.2,0.250584,0,0,
126,125,0.2,0.2,0.252689,0,0,
127,126,0.2,0.2,0.254689,0,0,
128,127,0.2,0.2,0.256794,0,0,
129,128,0.2,0.2,0.258793,0,0,
130,129,0.2,0.2,0.260898,0,0,
